,Unnamed: 0,index,condition,image_index,key_press,rt,response,stimulus_side,prioritization_cue,subject,side,run,coherency,prioritization,category
3126,3192,46,3.0,53.0,1.0,0.392944013583474,1.0,1,right,13,outside,1,low,yes,car
3127,3193,47,4.0,39.0,1.0,0.417560208114992,1.0,0,double,13,outside,1,low,no,car
3128,3194,48,2.0,30.0,2.0,0.411011019646139,1.0,0,double,13,outside,1,high,no,face
3129,3195,49,2.0,3.0,1.0,0.43791381700702897,1.0,0,double,13,outside,1,high,no,car
3130,3196,50,3.0,66.0,2.0,0.306551056901299,1.0,0,left,13,outside,1,low,yes,face
3131,3197,51,4.0,42.0,1.0,0.484422671223911,1.0,0,double,13,outside,1,low,no,car
3132,3198,52,4.0,66.0,2.0,0.31746353975813696,1.0,0,double,13,outside,1,low,no,face
3133,3199,53,1.0,21.0,2.0,0.25954287100376,1.0,0,left,13,outside,1,high,yes,face
3134,3200,54,1.0,35.0,2.0,0.224501344413511,1.0,0,left,13,outside,1,high,yes,face
3135,3201,55,3.0,41.0,1.0,0.331461670081808,1.0,1,right,13,outside,1,low,yes,car
3136,3202,56,4.0,69.0,1.0,0.60682326832648,0.0,1,double,13,outside,1,low,no,face
3137,3203,57,1.0,24.0,2.0,0.18532943309492106,1.0,0,left,13,outside,1,high,yes,face
3138,3204,58,1.0,32.0,2.0,0.261465452973425,1.0,0,left,13,outside,1,high,yes,face
3139,3205,59,1.0,25.0,2.0,0.345085345184089,1.0,1,right,13,outside,1,high,yes,face
3140,3206,60,3.0,44.0,1.0,0.345069810575296,1.0,1,right,13,outside,1,low,yes,car
3141,3207,61,3.0,71.0,2.0,0.514439388840401,1.0,1,right,13,outside,1,low,yes,face
3142,3208,62,4.0,58.0,2.0,0.403024155893945,1.0,1,double,13,outside,1,low,no,face
3143,3209,63,3.0,65.0,2.0,0.31035897410311,1.0,1,right,13,outside,1,low,yes,face
3144,3210,64,3.0,45.0,1.0,0.611585586201727,1.0,0,left,13,outside,1,low,yes,car
3145,3211,65,2.0,6.0,1.0,0.41521355173154,1.0,1,double,13,outside,1,high,no,car
3146,3212,66,3.0,69.0,2.0,0.055445326897824984,1.0,0,left,13,outside,1,low,yes,face
3147,3213,67,3.0,62.0,2.0,0.234646934098237,1.0,0,left,13,outside,1,low,yes,face
3148,3214,68,4.0,43.0,2.0,0.320840764664354,0.0,0,double,13,outside,1,low,no,car
3149,3215,69,3.0,64.0,2.0,0.316041879254954,1.0,1,right,13,outside,1,low,yes,face
3150,3216,70,1.0,29.0,2.0,0.217535137287086,1.0,0,left,13,outside,1,high,yes,face
3151,3217,71,1.0,26.0,2.0,0.215278105942161,1.0,0,left,13,outside,1,high,yes,face
3152,3218,72,4.0,48.0,2.0,0.3733950098430801,0.0,0,double,13,outside,1,low,no,car
3153,3219,73,3.0,54.0,1.0,0.451413088355366,1.0,1,right,13,outside,1,low,yes,car
3154,3220,74,4.0,46.0,1.0,0.38878484106862704,1.0,0,double,13,outside,1,low,no,car
3155,3221,75,1.0,18.0,1.0,0.17080637033450302,1.0,0,left,13,outside,1,high,yes,car
3156,3222,76,3.0,40.0,2.0,0.631229671002984,0.0,0,left,13,outside,1,low,yes,car
3157,3223,77,1.0,3.0,1.0,0.294005255743286,1.0,0,left,13,outside,1,high,yes,car
3158,3224,78,4.0,63.0,2.0,0.435635695515884,1.0,0,double,13,outside,1,low,no,face
3159,3225,79,2.0,25.0,2.0,0.358308260225385,1.0,1,double,13,outside,1,high,no,face
3160,3226,80,2.0,21.0,2.0,0.155394650337257,1.0,0,double,13,outside,1,high,no,face
3161,3227,81,2.0,33.0,2.0,0.205160226773842,1.0,0,double,13,outside,1,high,no,face
3162,3228,82,4.0,65.0,2.0,0.342337938691344,1.0,1,double,13,outside,1,low,no,face
3163,3229,83,1.0,13.0,2.0,0.23753763516379006,0.0,0,left,13,outside,1,high,yes,car
3164,3230,84,3.0,61.0,2.0,0.307933159386266,1.0,1,right,13,outside,1,low,yes,face
3165,3231,85,1.0,17.0,1.0,0.421780071092144,1.0,1,right,13,outside,1,high,yes,car
3166,3232,86,4.0,51.0,1.0,0.320991794198562,1.0,1,double,13,outside,1,low,no,car
3167,3233,87,4.0,68.0,2.0,0.39886104747893103,1.0,1,double,13,outside,1,low,no,face
3168,3234,88,4.0,64.0,2.0,0.252101482493345,1.0,1,double,13,outside,1,low,no,face
3169,3235,89,2.0,8.0,1.0,0.258767006372182,1.0,0,double,13,outside,1,high,no,car
3170,3236,90,1.0,27.0,2.0,0.208715373203631,1.0,1,right,13,outside,1,high,yes,face
3171,3237,91,4.0,50.0,1.0,0.315758651295255,1.0,1,double,13,outside,1,low,no,car
3172,3238,92,1.0,22.0,2.0,0.205823492860873,1.0,0,left,13,outside,1,high,yes,face
3173,3239,93,3.0,47.0,2.0,0.187940769950728,0.0,0,left,13,outside,1,low,yes,car
3174,3240,94,2.0,28.0,2.0,0.228044824958488,1.0,0,double,13,outside,1,high,no,face
3175,3241,95,3.0,70.0,2.0,0.6292010909555761,1.0,1,right,13,outside,1,low,yes,face
3176,3242,96,2.0,22.0,2.0,0.30637828289582103,1.0,1,double,13,outside,1,high,no,face
3177,3243,97,3.0,37.0,1.0,0.683864425460342,1.0,0,left,13,outside,1,low,yes,car
3178,3244,98,4.0,37.0,1.0,0.618179860862256,1.0,0,double,13,outside,1,low,no,car
3179,3245,99,1.0,15.0,1.0,0.378408359430068,1.0,1,right,13,outside,1,high,yes,car
3180,3246,100,2.0,27.0,2.0,0.3612271843212511,1.0,1,double,13,outside,1,high,no,face
3181,3247,101,4.0,52.0,1.0,0.4211370517459729,1.0,1,double,13,outside,1,low,no,car
3182,3248,102,1.0,10.0,1.0,0.306501863145968,1.0,0,left,13,outside,1,high,yes,car
3183,3249,103,2.0,1.0,1.0,0.979812452690567,1.0,0,double,13,outside,1,high,no,car
3184,3250,104,4.0,61.0,2.0,0.29891630928705104,1.0,0,double,13,outside,1,low,no,face
3185,3251,105,2.0,11.0,1.0,0.34678766361958,1.0,0,double,13,outside,1,high,no,car
3186,3252,106,3.0,39.0,1.0,0.34629190957639394,1.0,0,left,13,outside,1,low,yes,car
3187,3253,107,1.0,31.0,2.0,0.34474761423462,1.0,1,right,13,outside,1,high,yes,face
3188,3254,108,1.0,6.0,1.0,0.341251665510754,1.0,0,left,13,outside,1,high,yes,car
3189,3255,109,2.0,31.0,2.0,0.26265397243969296,1.0,1,double,13,outside,1,high,no,face
3190,3256,110,4.0,40.0,1.0,0.476110468880506,1.0,0,double,13,outside,1,low,no,car
3191,3257,111,4.0,72.0,2.0,0.436254997464857,1.0,1,double,13,outside,1,low,no,face
3192,3258,112,4.0,41.0,1.0,0.4885694439171861,1.0,0,double,13,outside,1,low,no,car
3193,3259,113,1.0,9.0,1.0,0.313319588371996,1.0,1,right,13,outside,1,high,yes,car
3194,3260,114,2.0,12.0,1.0,0.367797184289884,1.0,1,double,13,outside,1,high,no,car
3195,3261,115,3.0,56.0,2.0,0.22939136005516,1.0,0,left,13,outside,1,low,yes,face
3196,3262,116,1.0,11.0,1.0,0.31275881238798303,1.0,1,right,13,outside,1,high,yes,car
3197,3263,117,1.0,7.0,1.0,0.4598844955571621,1.0,1,right,13,outside,1,high,yes,car
3198,3264,118,2.0,9.0,1.0,0.32541181080523496,1.0,0,double,13,outside,1,high,no,car
3199,3265,119,1.0,33.0,2.0,0.19046819155755704,1.0,0,left,13,outside,1,high,yes,face
3200,3266,120,2.0,32.0,2.0,0.31541790249229995,1.0,1,double,13,outside,1,high,no,face
3201,3267,121,3.0,42.0,1.0,0.390594782197695,1.0,0,left,13,outside,1,low,yes,car
3202,3268,122,2.0,16.0,1.0,0.30359451785534497,1.0,0,double,13,outside,1,high,no,car
3203,3269,123,1.0,23.0,2.0,0.37772656078505,1.0,0,left,13,outside,1,high,yes,face
3204,3270,124,4.0,38.0,1.0,0.375081017436969,1.0,1,double,13,outside,1,low,no,car
3205,3271,125,1.0,14.0,2.0,0.200520989074903,0.0,0,left,13,outside,1,high,yes,car
3206,3272,126,1.0,28.0,2.0,0.443398723072278,1.0,1,right,13,outside,1,high,yes,face
3207,3273,127,2.0,20.0,2.0,0.265875266596595,1.0,0,double,13,outside,1,high,no,face
3208,3274,128,2.0,29.0,1.0,0.27724032554488104,0.0,1,double,13,outside,1,high,no,face
3209,3275,129,3.0,38.0,1.0,0.5430994554553761,1.0,1,right,13,outside,1,low,yes,car
3210,3276,130,2.0,34.0,2.0,0.27746249980555104,1.0,0,double,13,outside,1,high,no,face
3211,3277,131,3.0,52.0,1.0,0.37049689724517504,1.0,0,left,13,outside,1,low,yes,car
3212,3278,132,4.0,44.0,1.0,0.565205818013965,1.0,1,double,13,outside,1,low,no,car
3213,3279,133,2.0,26.0,2.0,0.33017871144147604,1.0,1,double,13,outside,1,high,no,face
3214,3280,134,2.0,35.0,2.0,0.320199914788645,1.0,1,double,13,outside,1,high,no,face
3215,3281,135,3.0,55.0,2.0,0.458325984207477,1.0,1,right,13,outside,1,low,yes,face
3216,3282,136,2.0,23.0,2.0,0.289002345492008,1.0,0,double,13,outside,1,high,no,face
3217,3283,137,2.0,13.0,1.0,0.298074601699227,1.0,1,double,13,outside,1,high,no,car
3218,3284,138,2.0,15.0,1.0,0.678246358143042,1.0,0,double,13,outside,1,high,no,car
3219,3285,139,3.0,46.0,1.0,0.466794488000232,1.0,1,right,13,outside,1,low,yes,car
3220,3286,140,3.0,60.0,2.0,0.548228518470751,1.0,1,right,13,outside,1,low,yes,face
3221,3287,141,1.0,30.0,2.0,0.243564219895234,1.0,0,left,13,outside,1,high,yes,face
3222,3288,142,3.0,63.0,2.0,0.29668517724894605,1.0,0,left,13,outside,1,low,yes,face
3223,3289,143,4.0,70.0,2.0,0.470438542946795,1.0,1,double,13,outside,1,low,no,face
3224,3291,1,4.0,48.0,2.0,0.9265137373076868,0.0,0,double,12,inside,5,low,no,car
3225,3292,2,3.0,37.0,1.0,0.724002764068246,1.0,1,right,12,inside,5,low,yes,car
3226,3293,3,4.0,47.0,2.0,0.714384000249083,0.0,1,double,12,inside,5,low,no,car
3227,3294,4,4.0,45.0,2.0,0.740051795804902,0.0,1,double,12,inside,5,low,no,car
3228,3295,5,4.0,66.0,2.0,0.641480306634548,1.0,1,double,12,inside,5,low,no,face
3229,3296,6,1.0,7.0,1.0,0.642751820372723,1.0,0,left,12,inside,5,high,yes,car
3230,3297,7,3.0,45.0,1.0,0.800597399512299,1.0,0,left,12,inside,5,low,yes,car
3231,3298,8,3.0,42.0,1.0,0.6565774290556871,1.0,0,left,12,inside,5,low,yes,car
3232,3299,9,4.0,51.0,1.0,0.7050164531729021,1.0,0,double,12,inside,5,low,no,car
3233,3300,10,3.0,57.0,2.0,0.7772170185508,1.0,0,left,12,inside,5,low,yes,face
3234,3301,11,3.0,54.0,1.0,0.671587444760917,1.0,1,right,12,inside,5,low,yes,car
3235,3302,12,3.0,49.0,1.0,0.706221027196079,1.0,0,left,12,inside,5,low,yes,car
3236,3303,13,4.0,37.0,1.0,0.691404399247403,1.0,0,double,12,inside,5,low,no,car
3237,3304,14,3.0,67.0,2.0,0.798979797546053,1.0,1,right,12,inside,5,low,yes,face
3238,3305,15,1.0,15.0,1.0,0.647603934629842,1.0,1,right,12,inside,5,high,yes,car
3239,3306,16,3.0,44.0,1.0,0.649917840493799,1.0,1,right,12,inside,5,low,yes,car
3240,3307,17,3.0,68.0,1.0,1.3108824384798945,0.0,0,left,12,inside,5,low,yes,face
3241,3308,18,4.0,59.0,2.0,1.30262146382393,1.0,0,double,12,inside,5,low,no,face
3242,3309,19,3.0,60.0,2.0,0.704391820994715,1.0,0,left,12,inside,5,low,yes,face
3243,3310,20,1.0,27.0,2.0,0.6241396165505649,1.0,0,left,12,inside,5,high,yes,face
3244,3311,21,2.0,16.0,1.0,0.8720793245320241,1.0,1,double,12,inside,5,high,no,car
3245,3312,22,2.0,14.0,1.0,0.734252812738305,1.0,0,double,12,inside,5,high,no,car
3246,3313,23,1.0,26.0,2.0,0.613342757537794,1.0,1,right,12,inside,5,high,yes,face
3247,3314,24,2.0,23.0,2.0,0.5972063976614661,1.0,0,double,12,inside,5,high,no,face
3248,3315,25,1.0,29.0,2.0,0.5497194196950661,1.0,1,right,12,inside,5,high,yes,face
3249,3316,26,2.0,30.0,2.0,0.5876462564729079,1.0,0,double,12,inside,5,high,no,face
3250,3318,28,2.0,26.0,2.0,0.7826062054700741,1.0,0,double,12,inside,5,high,no,face
3251,3319,29,3.0,41.0,1.0,0.6770690749644929,1.0,1,right,12,inside,5,low,yes,car
3252,3320,30,4.0,49.0,1.0,0.7961173422900172,1.0,0,double,12,inside,5,low,no,car
3253,3321,31,1.0,22.0,2.0,0.621654102097637,1.0,0,left,12,inside,5,high,yes,face
3254,3322,32,3.0,56.0,2.0,0.506301909160356,1.0,0,left,12,inside,5,low,yes,face
3255,3323,33,1.0,16.0,1.0,0.692892816470703,1.0,0,left,12,inside,5,high,yes,car
3256,3324,34,4.0,63.0,2.0,0.6856569482670238,1.0,1,double,12,inside,5,low,no,face
3257,3325,35,1.0,5.0,1.0,0.7645260686358599,1.0,1,right,12,inside,5,high,yes,car
3258,3326,36,2.0,3.0,1.0,0.621318020244871,1.0,1,double,12,inside,5,high,no,car
3259,3327,37,4.0,55.0,1.0,1.06192726469817,0.0,0,double,12,inside,5,low,no,face
3260,3328,38,2.0,10.0,1.0,1.3108824384798945,1.0,1,double,12,inside,5,high,no,car
3261,3329,39,4.0,54.0,1.0,0.5108741981939601,1.0,1,double,12,inside,5,low,no,car
3262,3330,40,2.0,24.0,2.0,0.69623084075829,1.0,1,double,12,inside,5,high,no,face
3263,3331,41,1.0,31.0,2.0,0.7378518436962621,1.0,1,right,12,inside,5,high,yes,face
3264,3332,42,1.0,34.0,2.0,0.60168447201886,1.0,0,left,12,inside,5,high,yes,face
3265,3333,43,4.0,61.0,1.0,0.880045837258876,0.0,0,double,12,inside,5,low,no,face
3266,3334,44,2.0,28.0,2.0,0.8342351460869392,1.0,0,double,12,inside,5,high,no,face
3267,3335,45,4.0,40.0,1.0,0.930484233179413,1.0,0,double,12,inside,5,low,no,car
3268,3336,46,3.0,39.0,1.0,0.668521393851734,1.0,0,left,12,inside,5,low,yes,car
3269,3337,47,2.0,31.0,2.0,0.7710043308306921,1.0,0,double,12,inside,5,high,no,face
3270,3338,48,1.0,33.0,2.0,0.627029637853411,1.0,1,right,12,inside,5,high,yes,face
3271,3339,49,1.0,8.0,1.0,0.56663650324208,1.0,1,right,12,inside,5,high,yes,car
3272,3340,50,4.0,39.0,1.0,1.2238657598236398,1.0,0,double,12,inside,5,low,no,car
3273,3341,51,3.0,47.0,1.0,0.719046468566376,1.0,0,left,12,inside,5,low,yes,car
3274,3342,52,2.0,6.0,1.0,0.7048154150916159,1.0,0,double,12,inside,5,high,no,car
3275,3343,53,1.0,21.0,2.0,0.5915225650360301,1.0,0,left,12,inside,5,high,yes,face
3276,3344,54,1.0,25.0,2.0,0.6562369261864661,1.0,1,right,12,inside,5,high,yes,face
3277,3345,55,3.0,69.0,2.0,0.6608994193838951,1.0,1,right,12,inside,5,low,yes,face
3278,3346,56,4.0,72.0,2.0,0.823310475657308,1.0,1,double,12,inside,5,low,no,face
3279,3347,57,1.0,11.0,1.0,0.6860007849363678,1.0,0,left,12,inside,5,high,yes,car
3280,3348,58,2.0,20.0,2.0,0.6727526028207651,1.0,1,double,12,inside,5,high,no,face
3281,3349,59,4.0,60.0,2.0,0.7779109041994159,1.0,1,double,12,inside,5,low,no,face
3282,3350,60,1.0,9.0,1.0,0.7008378834107131,1.0,0,left,12,inside,5,high,yes,car
3283,3351,61,2.0,19.0,2.0,0.7869781605013492,1.0,1,double,12,inside,5,high,no,face
3284,3352,62,2.0,17.0,1.0,0.8441261146617758,1.0,1,double,12,inside,5,high,no,car
3285,3353,63,4.0,65.0,1.0,0.932097702725514,0.0,1,double,12,inside,5,low,no,face
3286,3354,64,2.0,18.0,1.0,0.554092730637421,1.0,1,double,12,inside,5,high,no,car
3287,3355,65,3.0,70.0,2.0,0.910610942451058,1.0,1,right,12,inside,5,low,yes,face
3288,3356,66,4.0,57.0,2.0,0.6334436223978629,1.0,1,double,12,inside,5,low,no,face
3289,3357,67,1.0,4.0,1.0,0.7077207071888549,1.0,0,left,12,inside,5,high,yes,car
3290,3358,68,3.0,64.0,2.0,0.641678729922205,1.0,1,right,12,inside,5,low,yes,face
3291,3359,69,2.0,12.0,1.0,0.651094084681972,1.0,1,double,12,inside,5,high,no,car
3292,3360,70,3.0,55.0,2.0,0.686052744942572,1.0,1,right,12,inside,5,low,yes,face
3293,3361,71,2.0,7.0,1.0,0.8615240167309821,1.0,0,double,12,inside,5,high,no,car
3294,3362,72,1.0,6.0,1.0,0.753857749996314,1.0,1,right,12,inside,5,high,yes,car
3295,3365,1,3.0,48.0,2.0,0.724198873598652,0.0,1,right,12,inside,4,low,yes,car
3296,3366,2,4.0,40.0,2.0,0.892827722784205,0.0,1,double,12,inside,4,low,no,car
3297,3367,3,4.0,43.0,2.0,0.8063748273234521,0.0,1,double,12,inside,4,low,no,car
3298,3368,4,4.0,37.0,2.0,0.9657902529897908,0.0,0,double,12,inside,4,low,no,car
3299,3369,5,2.0,30.0,2.0,0.7240892239278759,1.0,0,double,12,inside,4,high,no,face
3300,3370,6,4.0,63.0,2.0,0.90973725054846,1.0,0,double,12,inside,4,low,no,face
3301,3371,7,2.0,5.0,1.0,1.03387530469172,1.0,0,double,12,inside,4,high,no,car
3302,3372,8,1.0,22.0,2.0,0.7577481625230581,1.0,0,left,12,inside,4,high,yes,face
3303,3373,9,1.0,11.0,1.0,0.971536975011986,1.0,1,right,12,inside,4,high,yes,car
3304,3374,10,3.0,45.0,1.0,0.714974465954583,1.0,1,right,12,inside,4,low,yes,car
3305,3375,11,1.0,1.0,1.0,0.660264549454951,1.0,1,right,12,inside,4,high,yes,car
3306,3376,12,2.0,8.0,1.0,0.6901607749841789,1.0,1,double,12,inside,4,high,no,car
3307,3377,13,1.0,32.0,2.0,0.724192982227578,1.0,1,right,12,inside,4,high,yes,face
3308,3378,14,2.0,21.0,2.0,0.819180601763037,1.0,1,double,12,inside,4,high,no,face
3309,3379,15,3.0,51.0,1.0,0.909446388954166,1.0,1,right,12,inside,4,low,yes,car
3310,3380,16,3.0,57.0,2.0,0.6348987439168922,1.0,1,right,12,inside,4,low,yes,face
3311,3383,19,4.0,61.0,2.0,0.842616256628389,1.0,0,double,12,inside,4,low,no,face
3312,3384,20,3.0,70.0,2.0,0.8114261883656579,1.0,0,left,12,inside,4,low,yes,face
3313,3385,21,3.0,37.0,2.0,0.7388923350590629,0.0,0,left,12,inside,4,low,yes,car
3314,3386,22,1.0,29.0,2.0,0.522030928456843,1.0,0,left,12,inside,4,high,yes,face
3315,3387,23,2.0,12.0,1.0,0.6915250355305029,1.0,1,double,12,inside,4,high,no,car
3316,3388,24,1.0,2.0,1.0,0.7286678645950809,1.0,0,left,12,inside,4,high,yes,car
3317,3389,25,4.0,71.0,2.0,0.756502147377432,1.0,0,double,12,inside,4,low,no,face
3318,3390,26,1.0,16.0,1.0,0.627177909844249,1.0,1,right,12,inside,4,high,yes,car
3319,3391,27,2.0,3.0,1.0,0.83194740806448,1.0,0,double,12,inside,4,high,no,car
3320,3392,28,4.0,39.0,1.0,1.08055822238839,1.0,0,double,12,inside,4,low,no,car
3321,3393,29,4.0,49.0,1.0,0.719353887205216,1.0,0,double,12,inside,4,low,no,car
3322,3394,30,3.0,40.0,1.0,0.649262303493742,1.0,0,left,12,inside,4,low,yes,car
3323,3395,31,4.0,62.0,2.0,0.8719924641191029,1.0,0,double,12,inside,4,low,no,face
3324,3396,32,4.0,65.0,2.0,0.757599149134876,1.0,1,double,12,inside,4,low,no,face
3325,3397,33,2.0,26.0,2.0,1.1990075178428,1.0,0,double,12,inside,4,high,no,face
3326,3398,34,2.0,32.0,2.0,0.6894707605233629,1.0,1,double,12,inside,4,high,no,face
3327,3399,35,2.0,22.0,2.0,0.5811979835489179,1.0,1,double,12,inside,4,high,no,face
3328,3400,36,3.0,69.0,2.0,0.741211194352218,1.0,1,right,12,inside,4,low,yes,face
3329,3402,38,3.0,43.0,2.0,0.7818567523436291,0.0,0,left,12,inside,4,low,yes,car
3330,3403,39,2.0,35.0,2.0,0.5899371541408979,1.0,0,double,12,inside,4,high,no,face
3331,3404,40,2.0,34.0,2.0,0.663353257762537,1.0,0,double,12,inside,4,high,no,face
3332,3405,41,2.0,6.0,1.0,0.782783257607662,1.0,1,double,12,inside,4,high,no,car
3333,3406,42,4.0,48.0,1.0,0.710313092316937,1.0,1,double,12,inside,4,low,no,car
3334,3407,43,1.0,25.0,2.0,0.6761931613564229,1.0,1,right,12,inside,4,high,yes,face
3335,3408,44,4.0,44.0,2.0,0.735633279532522,0.0,1,double,12,inside,4,low,no,car
3336,3409,45,2.0,10.0,1.0,0.7177053057794179,1.0,1,double,12,inside,4,high,no,car
3337,3410,46,1.0,26.0,2.0,0.6937189992386271,1.0,0,left,12,inside,4,high,yes,face
3338,3411,47,3.0,54.0,1.0,0.6196082337391999,1.0,1,right,12,inside,4,low,yes,car
3339,3412,48,3.0,46.0,1.0,0.590879164062244,1.0,0,left,12,inside,4,low,yes,car
3340,3413,49,2.0,1.0,1.0,0.734096947644503,1.0,0,double,12,inside,4,high,no,car
3341,3414,50,4.0,52.0,2.0,0.9240927766632008,0.0,0,double,12,inside,4,low,no,car
3342,3415,51,3.0,52.0,2.0,1.09078993267121,0.0,0,left,12,inside,4,low,yes,car
3343,3416,52,1.0,30.0,2.0,0.5343352919408061,1.0,0,left,12,inside,4,high,yes,face
3344,3417,53,2.0,19.0,2.0,0.718725921225996,1.0,1,double,12,inside,4,high,no,face
3345,3419,55,3.0,63.0,2.0,0.672017074528412,1.0,1,right,12,inside,4,low,yes,face
3346,3420,56,1.0,31.0,2.0,0.5768614190419611,1.0,0,left,12,inside,4,high,yes,face
3347,3421,57,1.0,15.0,1.0,0.5943514857490301,1.0,1,right,12,inside,4,high,yes,car
3348,3422,58,1.0,18.0,1.0,0.53478401393204,1.0,1,right,12,inside,4,high,yes,car
3349,3423,59,4.0,51.0,1.0,0.561981406603081,1.0,1,double,12,inside,4,low,no,car
3350,3424,60,2.0,7.0,1.0,0.7042280990808649,1.0,0,double,12,inside,4,high,no,car
3351,3425,61,4.0,60.0,2.0,0.7872910102469179,1.0,1,double,12,inside,4,low,no,face
3352,3426,62,2.0,18.0,1.0,0.594083883627718,1.0,0,double,12,inside,4,high,no,car
3353,3427,63,1.0,17.0,1.0,0.582668801293039,1.0,0,left,12,inside,4,high,yes,car
3354,3428,64,1.0,33.0,2.0,0.648229427624756,1.0,1,right,12,inside,4,high,yes,face
3355,3429,65,1.0,13.0,1.0,0.638074879880151,1.0,1,right,12,inside,4,high,yes,car
3356,3430,66,4.0,67.0,1.0,0.9720854746474292,0.0,1,double,12,inside,4,low,no,face
3357,3431,67,4.0,70.0,2.0,0.7401895489110759,1.0,1,double,12,inside,4,low,no,face
3358,3432,68,3.0,61.0,2.0,0.7244546730735241,1.0,0,left,12,inside,4,low,yes,face
3359,3434,70,3.0,64.0,2.0,0.593512651956189,1.0,0,left,12,inside,4,low,yes,face
3360,3435,71,1.0,5.0,1.0,0.779004927928327,1.0,0,left,12,inside,4,high,yes,car
3361,3436,72,4.0,58.0,1.0,0.820213485095337,0.0,0,double,12,inside,4,low,no,face
3362,3439,1,2.0,12.0,1.0,0.638621794716528,1.0,0,double,12,inside,3,high,no,car
3363,3440,2,3.0,40.0,2.0,1.05456613269871,0.0,0,left,12,inside,3,low,yes,car
3364,3441,3,1.0,4.0,1.0,0.5269007466840779,1.0,0,left,12,inside,3,high,yes,car
3365,3442,4,1.0,27.0,2.0,0.583101108053597,1.0,0,left,12,inside,3,high,yes,face
3366,3443,5,1.0,5.0,1.0,0.655762421981308,1.0,1,right,12,inside,3,high,yes,car
3367,3444,6,3.0,58.0,2.0,0.8448338952903209,1.0,0,left,12,inside,3,low,yes,face
3368,3445,7,2.0,23.0,2.0,0.566174749576021,1.0,1,double,12,inside,3,high,no,face
3369,3446,8,1.0,33.0,2.0,0.510199601312706,1.0,1,right,12,inside,3,high,yes,face
3370,3447,9,2.0,7.0,1.0,0.581775514609035,1.0,0,double,12,inside,3,high,no,car
3371,3448,10,2.0,31.0,2.0,0.667018601483505,1.0,0,double,12,inside,3,high,no,face
3372,3449,11,1.0,7.0,1.0,0.669547256300575,1.0,1,right,12,inside,3,high,yes,car
3373,3450,12,3.0,44.0,1.0,0.526034956384137,1.0,0,left,12,inside,3,low,yes,car
3374,3451,13,3.0,56.0,2.0,0.684205232697423,1.0,0,left,12,inside,3,low,yes,face
3375,3452,14,2.0,1.0,1.0,0.7563085630754359,1.0,1,double,12,inside,3,high,no,car
3376,3453,15,3.0,48.0,1.0,0.6841936763539711,1.0,0,left,12,inside,3,low,yes,car
3377,3454,16,3.0,62.0,1.0,0.657714003514229,0.0,0,left,12,inside,3,low,yes,face
3378,3455,17,1.0,19.0,2.0,0.6596586860723621,1.0,0,left,12,inside,3,high,yes,face
3379,3456,18,4.0,51.0,1.0,0.619273353547214,1.0,0,double,12,inside,3,low,no,car
3380,3457,19,1.0,24.0,2.0,0.6582072342207541,1.0,0,left,12,inside,3,high,yes,face
3381,3458,20,2.0,25.0,2.0,0.581016555177484,1.0,1,double,12,inside,3,high,no,face
3382,3459,21,2.0,21.0,2.0,0.547179168726871,1.0,1,double,12,inside,3,high,no,face
3383,3460,22,1.0,16.0,1.0,0.608205929312135,1.0,0,left,12,inside,3,high,yes,car
3384,3461,23,1.0,21.0,2.0,0.5625556337172379,1.0,0,left,12,inside,3,high,yes,face
3385,3462,24,2.0,16.0,1.0,0.6025477022594711,1.0,0,double,12,inside,3,high,no,car
3386,3463,25,4.0,55.0,2.0,0.7225402857984591,1.0,1,double,12,inside,3,low,no,face
3387,3464,26,1.0,17.0,1.0,0.896296932095538,1.0,1,right,12,inside,3,high,yes,car
3388,3465,27,4.0,50.0,1.0,0.513150750571185,1.0,1,double,12,inside,3,low,no,car
3389,3466,28,4.0,70.0,2.0,0.641044653636527,1.0,1,double,12,inside,3,low,no,face
3390,3467,29,4.0,47.0,1.0,0.610603861858181,1.0,1,double,12,inside,3,low,no,car
3391,3468,30,2.0,33.0,2.0,0.693440398064922,1.0,1,double,12,inside,3,high,no,face
3392,3469,31,1.0,13.0,1.0,0.518909329975031,1.0,1,right,12,inside,3,high,yes,car
3393,3470,32,3.0,60.0,2.0,0.714235504346107,1.0,1,right,12,inside,3,low,yes,face
3394,3471,33,1.0,22.0,2.0,0.575672665640013,1.0,0,left,12,inside,3,high,yes,face
3395,3472,34,3.0,52.0,2.0,0.693620435695266,0.0,0,left,12,inside,3,low,yes,car
3396,3473,35,2.0,6.0,2.0,1.01345080001829,0.0,1,double,12,inside,3,high,no,car
3397,3474,36,3.0,54.0,1.0,0.7035609684189691,1.0,0,left,12,inside,3,low,yes,car
3398,3475,37,3.0,70.0,2.0,0.5187771298842561,1.0,1,right,12,inside,3,low,yes,face
3399,3476,38,4.0,62.0,2.0,0.7429063569215941,1.0,0,double,12,inside,3,low,no,face
3400,3477,39,2.0,5.0,1.0,0.669688691514239,1.0,1,double,12,inside,3,high,no,car
3401,3478,40,2.0,24.0,2.0,0.539061241778654,1.0,0,double,12,inside,3,high,no,face
3402,3479,41,4.0,68.0,2.0,0.6199155752519799,1.0,0,double,12,inside,3,low,no,face
3403,3480,42,4.0,54.0,1.0,0.5955085456607779,1.0,0,double,12,inside,3,low,no,car
3404,3481,43,1.0,1.0,1.0,0.549917808151804,1.0,1,right,12,inside,3,high,yes,car
